english,urdu
To Him is your return. This is Allah's promise that will certainly come true. Surely it is He Who brings about the creation of all and He will repeat it so that He may justly reward those who believe and do righteous deeds; and that those who disbelieve may have a draught of boiling water and suffer a painful chastisement for their denying the truth.,اسی کی طرف تم سب کو پلٹ کر جانا ہے، یہ اللہ کا پکا وعدہ ہے بے شک پیدائش کی ابتدا وہی کرتا ہے، پھر وہی دوبارہ پیدا کرے گا، تاکہ جو لوگ ایمان لائے اور جنہوں نے نیک عمل کیے ان کو پورے انصاف کے ساتھ جزا دے، اور جنہوں نے کفر کا طریقہ اختیار کیا وہ کھولتا ہوا پانی پییں اور دردناک سزا بھگتیں اُس انکار حق کی پاداش میں جو وہ کرتے رہے
"And indeed the news which had a lot of deterrence, came to them.",یقینا ان کے پاس اتنی خبریں آچکی ہیں جن میں تنبیہ کا سامان موجود ہے
"and, when they see a sign, would scoff;",اور جب کسی معجزے کو دیکھتے ہیں تو مذاق اڑاتے ہیں
"By Allah! assuredly We have sent apostles to communities before thee, then the Satan made their works fairseeming unto them, so he is their patron to-day, and unto them shall be a torment afflictive.",خدا کی قسم، اے محمدؐ، تم سے پہلے بھی بہت سی قوموں میں ہم رسول بھیج چکے ہیں (اور پہلے بھی یہی ہوتا رہا ہے کہ) شیطان نے اُن کے برے کرتوت اُنہیں خوشنما بنا کر دکھائے (اور رسولوں کی بات انہوں نے مان کر نہ دی) وہی شیطان آج اِن لوگوں کا بھی سرپرست بنا ہوا ہے اور یہ دردناک سزا کے مستحق بن رہے ہیں
-Like MMA type stuff.,ایم ایم اے کی قسم کی چیزیں نما.
"HARRISON, YOU'RE FLYIN'.",ہیریسن، آپ FLYIN ہیں.
"Go on fighting with them till there is no more a state of tribulation and Allah's way is established instead. Then if they desist from it, there should be no more hostility except against those who had been guilty of cruelty and brutality.",ان سے لڑو جب تک کہ فتنہ نہ مٹ جائے اور اللہ تعالیٰ کا دین غالب نہ آجائے، اگر یہ رک جائیں (تو تم بھی رک جاؤ) زیادتی تو صرف ﻇالموں پر ہی ہے
"Hey, get away, Minami!",ارے، دور حاصل، مینامی!
"They disbelieve those who say, “God is the Messiah the son of Mary.” But the Messiah himself said, “O Children of Israel, worship God, my Lord and your Lord. Whoever associates others with God, God has forbidden him Paradise, and his dwelling is the Fire. The wrongdoers have no saviors.”",البتہ تحقیق وہ لوگ کافر ہوئے جنہوں نے کہا بے شک الله وہی مسیح مرین کا بیٹا ہی ہے حالانکہ مسیح نے کہا اے بنی اسرائیل اس الله کی بندگی کرو جو میرا اور تمہارا رب ہے بے شک جس نے الله کا شریک ٹھیرایا سو الله نے اس پر جنت حرام کی اور اس کا ٹھکانا دوزخ ہے اور ظالموں کا کوئی مددگار نہیں ہو گا
"Therefore, do not mistreat the orphan.",سو آپ بھی کسی یتیم پر سختی نہ فرمائیں،
"He knoweth all that is before them and all that is behind them, and unto Allah all things are returned. $$A",وه بخوبی جانتا ہے جو کچھ ان کے آگے ہے اور جو کچھ ان کے پیچھے ہے، اور اللہ ہی کی طرف سب کام لوٹائے جاتے ہیں
"God created you of dust then of a sperm-drop, then He made you pairs. No female bears or brings forth, save with His knowledge; and none is given long life who is given long life neither is any diminished in his life, but it is in a Book. Surely that is easy for God.",اور الله ہی نے تمہیں مٹی سے پیدا کیا پھر نطفہ سے پھر تمہیں جوڑے بنایا اور کوئی مادہ حاملہ نہیں ہو تی اور نہ وہ جنتی ہے مگر اس کے علم سے اور نہ کوئی بڑی عمر والا عمر دیا جاتا ہے اور نہ اس کی عمر کم کی جاتی ہے مگر وہ کتاب میں درج ہے بے شک یہ بات الله پر آسان ہے
"""'It's a white whale, I say 'resumed Ahab, as he threw down the top-maul.","وہ سب سے اوپر میں Maul نیچے پھینک دیا کے طور پر ""یہ میں کہتا ہوں، ایک سفید وہیل ہے '، اخی اب کا سلسلہ دوبارہ شروع."
"Muhammad is not the father of [any] one of your men, but [he is] the Messenger of Allah and last of the prophets. And ever is Allah, of all things, Knowing.",محمد (صلی اللہ علیہ و آلہٰ وسلم) تمہارے مردوں میں سے کسی مرد کے باپ نہیں ہیں۔ ہاں البتہ وہ اللہ کے رسول(ص) اور خاتم النبیین(ص) (سلسلۂ انبیاء کے ختم کرنے والے اور مہرِ اختتام) ہیں اور خدا ہر چیز کا خوب جاننے والا ہے۔
Bite to eat. Bite to eat.,کچھ کھانا پینا،کچھ کھانا پینا۔
The Prophet frowned and turned away,تیوری چڑھائی اور منہ پھیرا
"But he who says to his father and his mother, 'Fie on you! Do you promise me that I shall be brought forth, when entire generations have passed away before me' Yet they supplicate to Allah for help 'Woe to you! Believe, surely the promise of Allah is true' Then he says: 'This is nothing but fairytales of the ancients'",اور وہ جس نے اپنے ماں باپ سے کہا اُف تم سے دل پک گیا (بیزار ہے) کیا مجھے یہ وعدہ دیتے ہو کہ پھر زندہ کیا جاؤں گا حالانکہ مجھ پر سے پہلے سنگتیں گزر چکیں اور وہ دونوں اللہ سے فریاد کرتے ہیں تیری خرابی ہو ایمان لا، بیشک اللہ کا وعدہ سچا ہے تو کہتا ہے یہ تو نہیں مگر اگلوں کی کہانیاں
"He replied: 'Have no fear I shall be with you, both hearing and seeing.",خدا نے فرمایا کہ ڈرو مت میں تمہارے ساتھ ہوں (اور) سنتا اور دیکھتا ہوں
"And indeed We seized them with punishment, but they humbled not themselves to their Lord, nor did they invoke (Allah) with submission to Him.",اور ہم نے انہیں عذاب کے ذریعہ پکڑا بھی مگر یہ نہ اپنے پروردگار کے سامنے جھکے اور نہ ہی گڑگڑاتے ہیں
Then shall guide thee Unto thy Lord so that thou shalt fear.,اور میں تجھے تیرے رب کی طرف ہدایت کروں اور تیرے دل میں خوف پیدا ہوجائے
"Surely this is a reminder, then let him, who will take the way to his Lord.",یہ ایک نصیحت ہے، اب جس کا جی چاہے اپنے رب کی طرف جانے کا راستہ اختیار کر لے
- Yes. Medicine is for goat. Goat.,- ہاں، یہ دوائیاں بکری کیلئے ہیں۔
"Believers! If any of you should ever turn away from your faith, remember that Allah will raise up a people whom He loves, and who love Him; a people humble towards the believers, and firm towards the unbelievers; who will strive hard in the way of Allah and will not fear the reproach of the reproacher. This is the favour of Allah which He grants to whom He wills. Allah is vast in resources, All-Knowing.",اے ایمان والو! جو تم میں سے اپنے دین سے مرتد ہو جائے (پھر جائے) تو خدا کو کیا پروا؟ ﷲ عنقریب ایسے لوگوں کو لے آئے گا جن سے وہ محبت کرتا ہوگا اور وہ اس سے محبت کرتے ہوں گے۔ وہ مؤمنوں پر نرم اور کافروں پر سخت ہوں گے وہ اللہ کی راہ میں جہاد کریں گے اور کسی ملامت کرنے والے کی ملامت کی پرواہ نہ کریں گے۔ یہ اللہ کا فضل ہے، جسے چاہتا ہے، عطا کرتا ہے اور اللہ بڑا وسعت والا بڑا جاننے والا ہے۔
"The million dollar question is, 'why does violence always return in Karachi?'",اہم ترین سوال یہ ہے کہ کراچی میں تشدد واپس کیوں آجاتا ہے؟ پچھلے سال شہر میں ۱۱۷۵ لوگ لقمہءاجل بنے۔
"There is no fault in those who believe and do deeds of righteousness what they may eat, if they are godfearing, and believe, and do deeds of righteousness, and then are godfearing and believe, and then are godfearing and do good; God loves the good-doers.",ان لوگوں پر جو ایمان لائے اور نیک عمل کرتے رہے اس (حرام) میں کوئی گناہ نہیں جو وہ (حکمِ حرمت اترنے سے پہلے) کھا پی چکے ہیں جب کہ وہ (بقیہ معاملات میں) بچتے رہے اور (دیگر اَحکامِ اِلٰہی پر) ایمان لائے اور اَعمالِ صالحہ پر عمل پیرا رہے، پھر (اَحکامِ حرمت کے آجانے کے بعد بھی ان سب حرام اَشیاء سے پرہیز کرتے رہے اور (اُن کی حرمت پر صدقِ دل سے ایمان لائے، پھر صاحبانِ تقویٰ ہوئے اور (بالآخر) صاحبانِ اِحسان (یعنی اﷲ کے خاص محبوب و مقرب و نیکوکار بندے) بن گئے، اور اﷲ اِحسان والوں سے محبت فرماتا ہے،
"She said, ""Indeed, I seek refuge in the Most Merciful from you, [so leave me], if you should be fearing of Allah.""",یہ کہنے لگیں میں تجھ سے رحمٰن کی پناه مانگتی ہوں اگر تو کچھ بھی اللہ سے ڈرنے واﻻ ہے
Their fear of you in their hearts is greater than their fear of Allah; that is because they are a people who do not understand.,(اے مسلمانو!) بیشک اُن کے دلوں میں اللہ سے (بھی) زیادہ تمہارا رعب اور خوف ہے، یہ اس وجہ سے کہ وہ ایسے لوگ ہیں جو سمجھ ہی نہیں رکھتے،
